Year,USDNo,StudentID,Race,Gender,IEP,ESOL,Lunch,PHYS1,PHYS2,PHYS3,PHYS4,PHYS5,PHYS6,PHYS7,SOC8,SOC9,SOC10,SOC11,SOC12,SOC13,SYM14,SYM15,SYM16,SYM17,SYM18,GK19,GK20,GK21,GK22,GK23,OC24,OC25,OC26,OC27,OC28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,MC36,MC37,MC38,MC39,MC40,MC41,WH42,WH43,WH44,WH45,WH46,ATT47,ATT48,ATT49,ATT50,ATT51,PHYS1S,PHYS2S,PHYS3S,PHYS4S,PHYS5S,PHYS6S,PHYS7S,SOC8S,SOC9S,SOC10S,SOC11S,SOC12S,SOC13S,SYM14S,SYM15S,SYM16S,SYM17S,SYM18S,GK19S,GK20S,GK21S,GK22S,GK23S,OC24S,OC25S,OC26S,OC27S,OC28S,WL29S,WL30S,WL31S,WL32S,WL33S,WL34S,WL35S,MC36S,MC37S,MC38S,MC39S,MC40S,MC41S,WH42S,WH43S,WH44S,WH45S,WH46S,ATT47S,ATT48S,ATT49S,ATT50S,ATT51S,ESOL_Participation_Code,lunch_re,male,minority,iep_re,phys,soc,sym,gk,oc,wl,mc,wh,att,keli_s
2006,428,1120000001,hispanic/latino,female,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,mastered,mastered,mastered,mastered,mastered,none,often,sometimes,rarely,often,rarely,sometimes,often,sometimes,often,never,never,none,most,never,rarely,rarely,often,often,sometimes,sometimes,sometimes,none,none,rarely,never,no,sometimes,never,yes,no,none,some,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,somewhat,mastered,mastered,mastered,mastered,mastered,somewhat,often,often,sometimes,often,rarely,often,often,often,often,sometimes,rarely,some,most,sometimes,often,often,often,often,often,often,often,some,some,often,sometimes,first only,sometimes,rarely,yes,sometimes,some,many,often,often,often,often,often,sometimes,often,often,often,often,often,sometimes,,1,0,1,0,1.5714285714,2,1.6,0.8,2.4,0.4285714286,0.8333333333,2,2,2.2444444444
2006,428,1120000003,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,mastered,mastered,mastered,mastered,mastered,somewhat,often,often,sometimes,sometimes,often,often,often,sometimes,often,rarely,sometimes,some,most,sometimes,often,rarely,often,often,often,often,often,most,most,sometimes,sometimes,both,often,never,yes,sometimes,some,many,sometimes,sometimes,often,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,sometimes,often,often,often,often,often,often,often,some,most,often,often,often,often,often,often,often,often,most,most,often,often,both,often,sometimes,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,0,0,0,1.8571428571,2.6666666667,2.2,1.8,3,1.8571428571,1.6666666667,3,3,2.6
2006,428,1120000008,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,somewhat,mastered,mastered,somewhat,mastered,mastered,often,often,often,sometimes,often,often,often,sometimes,often,never,never,some,most,never,often,often,sometimes,often,rarely,often,rarely,none,none,often,often,no,sometimes,never,yes,no,some,many,often,never,sometimes,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,somewhat,often,often,often,often,often,often,often,often,often,often,often,most,most,often,often,often,often,often,often,often,often,all,all,often,often,both,sometimes,sometimes,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,0,0,0,1.7142857143,2.8333333333,1.6,1.8,2,1.1428571429,1.3333333333,2.8,3,2.6222222222
2006,428,1120000010,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,never,often,most,most,never,sometimes,sometimes,often,often,often,often,often,most,some,sometimes,often,first only,sometimes,never,yes,yes,some,many,often,rarely,often,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,often,often,most,most,often,often,often,often,often,often,often,often,all,all,often,often,both,sometimes,sometimes,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,0,1,0,0,2,3,2.4,1.6,3,1.5714285714,1.8333333333,3,3,2.6444444444
2006,428,1120000012,white,male,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,mastered,somewhat,mastered,somewhat,mastered,mastered,often,often,sometimes,sometimes,often,often,often,sometimes,often,sometimes,often,some,most,never,sometimes,often,often,often,often,often,often,none,none,never,often,no,sometimes,never,yes,no,none,many,often,often,often,often,sometimes,rarely,often,sometimes,sometimes,often,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,often,often,most,most,often,often,often,often,often,often,often,often,most,all,sometimes,often,both,sometimes,sometimes,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,1,0,0,1.7142857143,2.6666666667,2.6,1.6,3,0.7142857143,1.6666666667,2.4,2.2,2.6
2006,428,1120000014,hispanic/latino,female,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,somewhat,mastered,mastered,none,mastered,mastered,often,often,rarely,sometimes,sometimes,sometimes,often,rarely,sometimes,never,never,some,none,never,sometimes,never,rarely,sometimes,rarely,rarely,rarely,none,none,rarely,rarely,no,rarely,never,no,no,none,some,sometimes,never,rarely,sometimes,often,sometimes,often,sometimes,often,sometimes,often,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,rarely,rarely,some,most,often,often,often,sometimes,often,often,sometimes,sometimes,some,some,often,often,first only,sometimes,rarely,yes,no,some,some,often,often,often,often,often,often,often,often,often,often,often,often,,1,0,1,0,1.5714285714,2.1666666667,1.2,0.6,1.2,0.4285714286,0.5,2.2,2.6,2.2444444444
2006,428,1120000018,white,male,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,mastered,mastered,somewhat,somewhat,mastered,mastered,often,often,often,often,sometimes,often,often,rarely,sometimes,never,often,some,most,never,sometimes,sometimes,often,often,often,often,often,some,some,sometimes,sometimes,no,sometimes,never,yes,no,some,many,sometimes,never,often,often,often,often,often,often,often,often,often,often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1.5714285714,2.8333333333,1.8,1.4,3,1.1428571429,1.1666666667,3,3,
2006,428,1120000022,refused to designate,unknown,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,somewhat,mastered,mastered,mastered,somewhat,mastered,somewhat,often,often,often,sometimes,often,often,often,sometimes,often,never,never,some,some,never,sometimes,often,often,often,often,often,sometimes,none,none,never,often,no,sometimes,never,yes,no,none,some,sometimes,never,often,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,somewhat,often,often,often,often,often,often,often,often,often,often,never,some,most,often,often,often,often,often,often,often,often,some,some,sometimes,often,both,sometimes,sometimes,yes,sometimes,some,many,often,often,often,often,often,often,often,often,often,often,often,often,,0,,,0,1.5714285714,2.8333333333,1.6,1.4,2.8,0.7142857143,0.8333333333,3,3,2.3777777778
2006,428,1120000025,hispanic/latino,female,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,somewhat,mastered,mastered,mastered,mastered,none,often,sometimes,never,never,rarely,rarely,often,rarely,sometimes,never,never,none,none,never,never,rarely,never,sometimes,never,never,never,none,none,rarely,never,no,rarely,never,yes,no,none,none,never,never,never,sometimes,often,sometimes,often,often,often,sometimes,often,sometimes,somewhat,mastered,mastered,mastered,mastered,mastered,somewhat,often,often,rarely,rarely,often,often,often,often,often,never,never,some,most,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,rarely,rarely,most,most,often,often,first only,rarely,never,yes,yes,some,some,often,sometimes,sometimes,often,often,often,often,often,often,often,often,often,,1,0,1,0,1.4285714286,1.1666666667,1.2,0.2,0.4,0.2857142857,0.3333333333,2,2.6,1.9777777778
2006,428,1120000026,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,mastered,mastered,mastered,mastered,mastered,none,often,often,rarely,sometimes,sometimes,often,often,sometimes,often,sometimes,never,none,most,never,sometimes,sometimes,often,often,sometimes,never,often,most,most,sometimes,sometimes,first only,often,never,yes,no,none,some,sometimes,never,sometimes,often,sometimes,often,often,often,often,often,sometimes,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,often,sometimes,often,often,often,often,often,rarely,some,most,often,often,often,often,often,sometimes,often,often,most,most,often,often,first only,often,sometimes,yes,yes,some,many,often,often,often,often,sometimes,often,often,often,often,often,often,often,,1,0,0,0,1.5714285714,2.3333333333,2,1.2,2.2,1.7142857143,0.8333333333,2.6,2.8,2.4666666667
2006,428,1120000027,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,somewhat,mastered,mastered,mastered,mastered,mastered,mastered,often,often,rarely,often,sometimes,often,often,sometimes,often,sometimes,never,none,most,never,sometimes,sometimes,often,often,often,sometimes,often,most,some,often,rarely,first only,sometimes,never,yes,no,many,many,sometimes,sometimes,sometimes,often,sometimes,often,often,often,often,often,sometimes,often,somewhat,mastered,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,often,sometimes,often,often,often,often,often,rarely,some,most,often,often,often,often,often,often,often,often,most,most,often,often,first only,sometimes,rarely,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,0,1,0,0,1.8571428571,2.5,2,1.2,2.8,1.4285714286,1.6666666667,2.6,2.8,2.4666666667
2006,428,1120000029,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,somewhat,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,sometimes,sometimes,never,never,some,most,never,sometimes,sometimes,sometimes,often,sometimes,often,often,some,some,sometimes,sometimes,no,sometimes,never,yes,no,none,some,often,never,sometimes,often,often,often,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,often,sometimes,most,most,often,often,often,often,often,often,often,often,most,most,sometimes,often,both,sometimes,sometimes,yes,no,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,0,0,0,1.8571428571,3,1.4,1.4,2.6,1.1428571429,1,2.8,3,2.5111111111
2006,428,1120000031,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,none,none,somewhat,mastered,none,mastered,somewhat,often,often,sometimes,often,often,often,often,sometimes,sometimes,never,never,none,some,never,sometimes,never,sometimes,often,sometimes,often,sometimes,some,some,sometimes,sometimes,no,sometimes,never,no,no,none,some,rarely,never,sometimes,sometimes,often,often,often,often,often,often,often,often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.8571428571,2.8333333333,1.4,0.6,2.4,1.1428571429,0.3333333333,2.6,3,
2006,428,1120000032,white,male,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,somewhat,mastered,mastered,somewhat,mastered,none,sometimes,rarely,rarely,rarely,rarely,rarely,often,never,often,never,never,none,none,never,never,never,often,sometimes,rarely,never,sometimes,none,none,rarely,never,no,sometimes,never,no,no,none,none,sometimes,never,rarely,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,mastered,somewhat,mastered,mastered,mastered,mastered,somewhat,sometimes,sometimes,sometimes,sometimes,sometimes,often,often,sometimes,often,rarely,never,some,most,rarely,rarely,never,often,sometimes,often,sometimes,often,,,sometimes,sometimes,first only,sometimes,never,yes,no,,,often,,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,often,sometimes,sometimes,,1,1,0,0,1.4285714286,1.1666666667,1.2,0,1.6,0.4285714286,0.3333333333,1.6,1.8,1.8
2006,428,1120000038,hispanic/latino,female,NO IEP - Regular Education,English Speaking,Free Lunch,mastered,somewhat,mastered,mastered,somewhat,mastered,somewhat,often,often,sometimes,sometimes,often,often,often,sometimes,sometimes,never,never,some,some,never,sometimes,sometimes,rarely,sometimes,rarely,rarely,rarely,none,none,never,never,no,rarely,never,no,no,none,some,sometimes,never,sometimes,sometimes,often,sometimes,sometimes,sometimes,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,somewhat,often,often,often,often,often,often,often,often,often,often,rarely,most,most,often,often,often,sometimes,often,sometimes,sometimes,sometimes,all,all,often,often,both,sometimes,sometimes,yes,no,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,0,1,0,1.5714285714,2.6666666667,1.4,1.2,1.2,0.1428571429,0.5,2.2,2.8,2.4444444444
2006,428,1120000042,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,mastered,mastered,mastered,mastered,mastered,none,often,often,rarely,sometimes,sometimes,often,often,never,often,sometimes,never,none,most,never,sometimes,rarely,often,sometimes,sometimes,never,sometimes,none,none,sometimes,sometimes,no,sometimes,never,yes,no,none,some,sometimes,never,sometimes,often,often,often,often,often,often,often,often,often,somewhat,mastered,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,often,often,often,often,often,often,sometimes,never,some,most,sometimes,often,often,often,often,often,often,often,most,most,often,often,first only,sometimes,rarely,yes,yes,some,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,0,0,0,1.5714285714,2.3333333333,1.6,1,1.8,0.8571428571,0.8333333333,2.8,3,2.3777777778
2006,428,1120000056,white,male,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,mastered,mastered,mastered,mastered,mastered,somewhat,often,often,rarely,sometimes,often,often,often,sometimes,often,never,never,some,most,never,often,rarely,often,often,often,often,often,some,none,rarely,rarely,no,sometimes,never,yes,no,some,many,often,often,often,often,often,sometimes,often,often,often,often,sometimes,sometimes,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,rarely,rarely,some,most,rarely,often,often,often,often,often,often,often,most,most,sometimes,often,first only,sometimes,sometimes,yes,sometimes,many,many,often,often,often,often,often,often,often,often,often,often,sometimes,often,,1,1,0,0,1.7142857143,2.5,1.6,1.4,3,0.7142857143,1.8333333333,2.8,2.6,2.3555555556
2006,428,1120000058,white,male,NO IEP - Regular Education,English Speaking,Free Lunch,none,somewhat,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,sometimes,often,often,often,sometimes,often,never,rarely,some,most,never,sometimes,often,sometimes,sometimes,sometimes,often,sometimes,none,none,sometimes,often,no,sometimes,never,yes,no,none,many,often,never,sometimes,often,often,sometimes,often,often,often,often,often,often,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,often,often,often,often,often,often,often,sometimes,most,most,often,often,often,often,often,often,often,often,most,all,sometimes,often,both,sometimes,sometimes,yes,sometimes,some,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,1,0,0,1.5714285714,2.6666666667,1.8,1.6,2.2,1,1.1666666667,2.6,3,2.5333333333
2006,428,1120000059,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,none,somewhat,mastered,somewhat,mastered,mastered,none,sometimes,sometimes,rarely,sometimes,rarely,sometimes,often,sometimes,often,never,never,some,some,never,sometimes,rarely,often,often,rarely,sometimes,sometimes,none,none,rarely,rarely,no,rarely,never,no,no,none,some,sometimes,never,rarely,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,rarely,somewhat,somewhat,mastered,mastered,mastered,mastered,somewhat,sometimes,often,sometimes,sometimes,sometimes,often,often,sometimes,often,sometimes,rarely,some,most,sometimes,often,often,often,often,often,often,often,some,some,rarely,sometimes,first only,sometimes,rarely,yes,sometimes,some,many,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,,0,1,0,0,1.1428571429,1.6666666667,1.6,1,2.2,0.4285714286,0.5,1.6,1.6,1.9555555556
2006,431,1120000002,white,male,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,somewhat,mastered,mastered,mastered,mastered,somewhat,sometimes,rarely,rarely,sometimes,sometimes,often,sometimes,often,often,never,rarely,some,most,sometimes,often,often,often,often,often,often,often,none,none,sometimes,often,first only,never,never,yes,yes,none,many,often,often,sometimes,rarely,rarely,rarely,rarely,rarely,rarely,rarely,rarely,rarely,somewhat,mastered,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,sometimes,sometimes,often,often,often,often,often,often,some,most,often,often,often,often,often,often,often,often,some,some,often,often,first only,rarely,rarely,yes,yes,some,many,often,often,often,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,,1,1,0,0,1.5714285714,1.8333333333,1.8,2.2,3,0.8571428571,2,1.2,1,2.2222222222
2006,431,1120000009,white,female,NO IEP - Regular Education,English Speaking,Reduced Price Lunch,somewhat,somewhat,mastered,mastered,mastered,mastered,somewhat,sometimes,often,often,often,sometimes,sometimes,often,often,sometimes,never,rarely,some,most,rarely,often,sometimes,sometimes,sometimes,sometimes,often,sometimes,none,none,sometimes,often,no,never,never,yes,no,none,many,often,often,sometimes,sometimes,often,often,sometimes,sometimes,sometimes,often,often,sometimes,somewhat,somewhat,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,often,sometimes,some,most,often,often,often,often,often,often,often,often,some,some,sometimes,sometimes,first only,rarely,rarely,yes,sometimes,many,many,often,often,often,sometimes,often,often,sometimes,sometimes,sometimes,sometimes,often,sometimes,,1,0,0,0,1.5714285714,2.5,1.8,1.8,2.2,0.7142857143,1.6666666667,2.4,2.4,2.2
2006,431,1120000017,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,somewhat,somewhat,mastered,mastered,mastered,mastered,somewhat,often,often,often,sometimes,often,often,sometimes,often,sometimes,never,never,some,most,never,often,sometimes,sometimes,often,sometimes,sometimes,sometimes,none,none,sometimes,sometimes,first only,never,never,yes,no,none,some,often,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,often,sometimes,somewhat,mastered,mastered,somewhat,somewhat,mastered,mastered,often,often,often,often,often,often,often,often,often,often,often,some,most,rarely,often,often,often,often,often,often,often,most,some,often,often,first only,rarely,rarely,yes,yes,many,many,often,often,sometimes,often,often,often,often,often,often,often,often,often,,0,1,0,0,1.5714285714,2.8333333333,1.4,1.6,2.2,0.7142857143,1,2,2.2,2.3555555556
2006,431,1120000021,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,somewhat,mastered,mastered,somewhat,mastered,somewhat,often,often,sometimes,sometimes,often,often,sometimes,often,sometimes,never,rarely,some,most,sometimes,often,sometimes,often,sometimes,sometimes,sometimes,sometimes,some,none,often,sometimes,no,never,never,yes,no,some,many,often,often,often,sometimes,sometimes,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,somewhat,mastered,mastered,mastered,somewhat,mastered,mastered,often,often,often,often,often,often,often,often,often,rarely,rarely,some,most,often,often,often,sometimes,often,often,sometimes,sometimes,some,some,often,often,first only,rarely,rarely,yes,yes,many,many,often,often,often,often,sometimes,often,often,often,often,often,sometimes,sometimes,,1,0,0,0,1.4285714286,2.6666666667,1.6,2,2.2,0.8571428571,1.8333333333,2.4,2,2.2
2006,431,1120000034,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,somewhat,mastered,mastered,mastered,mastered,somewhat,sometimes,often,sometimes,rarely,sometimes,often,sometimes,sometimes,sometimes,rarely,sometimes,some,most,never,often,sometimes,often,often,often,often,often,some,some,sometimes,sometimes,first only,never,never,yes,no,none,many,often,often,sometimes,sometimes,often,often,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,somewhat,somewhat,mastered,mastered,mastered,mastered,mastered,sometimes,often,sometimes,sometimes,sometimes,often,often,often,often,often,sometimes,some,most,sometimes,sometimes,often,often,often,often,often,often,some,some,often,often,first only,rarely,rarely,yes,sometimes,none,many,often,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,,1,0,0,0,1.5714285714,2.1666666667,1.8,1.6,3,1,1.6666666667,2.4,1.8,2.0666666667
2006,431,1120000037,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,somewhat,somewhat,mastered,mastered,mastered,somewhat,somewhat,sometimes,sometimes,sometimes,often,rarely,sometimes,sometimes,often,often,never,rarely,some,most,never,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,none,none,rarely,often,first only,never,never,yes,no,none,many,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,somewhat,mastered,mastered,somewhat,mastered,mastered,mastered,sometimes,sometimes,often,sometimes,rarely,sometimes,often,often,often,often,sometimes,some,most,rarely,often,often,sometimes,often,rarely,sometimes,rarely,some,some,often,often,first only,rarely,rarely,yes,yes,some,many,often,sometimes,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,often,often,often,often,,0,1,0,0,1.4285714286,2,1.8,1.6,2,0.7142857143,1.5,2,2,2.0222222222
2006,431,1120000040,african american,female,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,somewhat,mastered,mastered,mastered,mastered,somewhat,sometimes,sometimes,sometimes,rarely,sometimes,sometimes,often,often,sometimes,never,rarely,some,most,never,often,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,none,none,sometimes,sometimes,first only,never,never,yes,no,none,many,often,often,sometimes,rarely,sometimes,sometimes,rarely,rarely,rarely,rarely,rarely,rarely,somewhat,mastered,mastered,mastered,mastered,mastered,mastered,sometimes,often,sometimes,sometimes,sometimes,often,often,often,often,sometimes,sometimes,some,most,sometimes,often,often,sometimes,sometimes,often,sometimes,sometimes,some,some,often,often,first only,rarely,rarely,yes,sometimes,some,many,often,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,,1,0,1,0,1.5714285714,1.8333333333,1.8,1.6,1.8,0.7142857143,1.6666666667,1.6,1,2
2006,431,1120000045,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,somewhat,somewhat,mastered,mastered,mastered,none,somewhat,sometimes,sometimes,rarely,sometimes,sometimes,often,sometimes,often,sometimes,never,never,some,most,never,sometimes,often,often,sometimes,sometimes,sometimes,sometimes,none,none,sometimes,sometimes,first only,never,never,yes,yes,none,many,often,sometimes,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,somewhat,mastered,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,sometimes,often,often,often,often,often,often,sometimes,most,most,often,often,often,often,often,often,often,often,some,some,often,often,first only,rarely,rarely,yes,yes,many,many,often,often,often,often,sometimes,sometimes,often,sometimes,often,often,sometimes,sometimes,,0,1,0,0,1.2857142857,2,1.4,1.6,2.2,0.7142857143,1.8333333333,2.2,2,2.3333333333
2006,431,1120000053,white,female,NO IEP - Regular Education,English Speaking,Free Lunch,somewhat,mastered,mastered,mastered,mastered,mastered,somewhat,sometimes,sometimes,often,often,sometimes,sometimes,often,often,sometimes,never,rarely,some,most,never,often,often,often,often,often,often,often,some,some,often,often,both,never,never,yes,yes,many,many,often,often,often,sometimes,sometimes,sometimes,often,often,often,often,sometimes,often,somewhat,mastered,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,often,often,some,most,often,often,often,often,often,often,often,often,all,most,often,often,first only,rarely,rarely,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,1,0,0,0,1.7142857143,2.3333333333,1.8,1.8,3,1.4285714286,2.3333333333,2.4,2.8,2.5111111111
2006,431,1120000057,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,somewhat,somewhat,mastered,mastered,mastered,mastered,mastered,often,often,often,often,often,often,sometimes,often,sometimes,rarely,rarely,some,most,sometimes,often,often,often,often,often,often,often,some,some,sometimes,sometimes,first only,never,never,yes,yes,none,many,often,often,often,often,often,often,often,often,often,often,often,often,somewhat,mastered,somewhat,mastered,mastered,mastered,mastered,often,often,often,often,often,often,often,often,often,often,rarely,some,most,often,often,often,often,often,often,often,often,most,some,often,often,first only,rarely,rarely,yes,yes,many,many,often,often,often,often,often,often,often,often,often,often,often,often,,0,1,0,0,1.7142857143,3,1.8,2.2,3,1,2,3,3,2.4
2006,457,1120000006,hispanic/latino,male,NO IEP - Regular Education,ELL,Regular Priced Lunch,mastered,somewhat,mastered,somewhat,mastered,none,somewhat,often,often,rarely,sometimes,rarely,sometimes,sometimes,sometimes,often,never,rarely,some,some,sometimes,sometimes,rarely,often,sometimes,rarely,sometimes,sometimes,some,none,often,sometimes,no,rarely,rarely,no,no,none,many,sometimes,often,sometimes,sometimes,often,often,often,sometimes,sometimes,sometimes,rarely,rarely,mastered,mastered,mastered,mastered,mastered,mastered,mastered,sometimes,often,sometimes,sometimes,sometimes,often,sometimes,often,often,rarely,rarely,none,some,sometimes,sometimes,sometimes,often,sometimes,sometimes,sometimes,sometimes,most,some,sometimes,often,first only,sometimes,sometimes,sometimes,no,some,some,sometimes,often,sometimes,sometimes,rarely,sometimes,sometimes,sometimes,sometimes,often,often,sometimes,,0,1,1,0,1.2857142857,2,1.6,1.4,2,1.1428571429,1.1666666667,2.6,1.6,1.8666666667
2006,457,1120000011,hispanic/latino,female,NO IEP - Regular Education,ELL,Regular Priced Lunch,mastered,mastered,somewhat,mastered,none,somewhat,somewhat,sometimes,rarely,sometimes,often,sometimes,sometimes,sometimes,rarely,sometimes,never,never,some,some,sometimes,rarely,sometimes,often,often,often,sometimes,sometimes,some,none,often,sometimes,first only,sometimes,often,no,no,some,some,rarely,sometimes,sometimes,sometimes,often,often,rarely,sometimes,sometimes,often,sometimes,sometimes,mastered,mastered,mastered,mastered,somewhat,somewhat,mastered,often,rarely,often,often,sometimes,sometimes,often,sometimes,sometimes,rarely,rarely,some,most,sometimes,often,often,often,often,sometimes,often,sometimes,all,most,often,often,first only,sometimes,often,yes,no,many,many,sometimes,often,often,sometimes,often,often,sometimes,often,often,often,often,sometimes,,0,0,1,0,1.2857142857,2,1,1.4,2.6,1.7142857143,0.8333333333,2.2,2.2,2.2222222222
2006,457,1120000019,white,male,NO IEP - Regular Education,English Speaking,Regular Priced Lunch,mastered,mastered,mastered,mastered,mastered,somewhat,somewhat,often,sometimes,sometimes,often,rarely,often,often,sometimes,often,rarely,sometimes,some,most,sometimes,often,sometimes,often,often,often,often,often,some,some,sometimes,rarely,first only,sometimes,rarely,yes,no,none,many,sometimes,often,sometimes,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,often,rarely,rarely,mastered,mastered,mastered,mastered,mastered,mastered,mastered,often,often,sometimes,sometimes,sometimes,often,often,often,often,sometimes,often,most,most,often,often,often,often,often,often,often,often,all,all,often,often,both,sometimes,often,yes,yes,many,many,often,often,sometimes,often,rarely,sometimes,often,sometimes,sometimes,often,rarely,sometimes,,0,1,0,0,1.7142857143,2.3333333333,2.2,2,3,1.2857142857,1.5,1.8,1.8,2.4444444444
