Subject,Block,Condition,Item,Acc,RT,Target
105,126,Nonce,N060,0,1704,TOXE
105,127,Morph,D016,1,765,PENSE
105,128,Nonce,N079,1,1009,ÉLEPE
105,129,Nonce,N131,1,1262,LAMELE
105,130,Morph,D021,1,1040,BLESSE
105,131,Nonce,N132,1,1057,LOSARE
105,132,Sem,D076,1,958,HURLE
105,133,Nonce,N144,0,1466,ENDISAGE
105,134,Sem,D095,0,828,DORE
105,135,Orth,D055,1,1753,PANSE
105,136,Orth,D062,1,904,SOUDE
105,137,Nonce,N095,1,1342,DIMPOSE
105,138,ID,D139,0,1649,BORDE
105,139,ID,D117,1,1599,NAGE
105,140,ID,D110,1,855,RATE
105,141,Nonce,N080,0,981,VOTTE
105,142,Sem,D083,1,889,HABITE
105,143,Sem,D084,1,2155,LANCE
105,144,Nonce,N119,0,1335,PLAUDE
105,145,Nonce,N140,0,2010,AMPÊCHE
105,146,Nonce,N035,1,726,ASTIRE
105,147,Morph,D015,1,1133,MOQUE
105,148,Nonce,N011,1,688,NOVE
105,149,Sem,D082,1,1914,GRIMPE
105,150,Sem,D101,1,1421,PORTE
105,151,Nonce,N136,1,1102,CHANLON
105,152,Nonce,N108,1,1973,HOUPE
105,153,Nonce,N051,0,3653,HOPE
105,154,ID,D121,1,1033,DANSE
105,156,Nonce,N062,0,1616,HEVE
105,157,Nonce,N002,1,1777,FRE
105,158,Sem,D085,1,809,RACONTE
105,159,Sem,D088,0,797,RINCE
105,160,Nonce,N031,0,1406,ACOUTE
105,161,Nonce,N139,1,714,COMPISE
105,162,ID,D132,1,741,MANQUE
105,163,Nonce,N094,1,1280,PAULEVE
105,164,Nonce,N020,1,1261,GRINE
105,165,Nonce,N073,0,1255,LERDE
105,166,ID,D123,1,1269,SONNE
105,167,ID,D138,1,1487,PRÉPARE
105,168,Sem,D096,1,1049,EMPÊCHE
105,169,Morph,D031,1,738,DÉCIDE
105,170,Nonce,N063,1,789,LONE
105,171,Morph,D034,1,1526,ÉCHAPPE
105,172,Nonce,N134,1,981,PISQUE
105,173,Nonce,N013,1,1281,POUE
105,174,ID,D142,1,862,EXPLIQUE
105,175,Nonce,N117,1,1152,BROYE
105,176,Nonce,N071,1,1655,HASSE
105,177,Nonce,N103,0,717,TOUE
105,178,Nonce,N081,0,831,VONDE
105,179,Sem,D097,1,1268,ESPÈRE
105,180,Nonce,N005,1,598,VAYE
105,181,Morph,D008,1,639,AMUSE
105,182,Nonce,N118,1,664,IMIPE
105,183,Nonce,N086,1,938,LAIGNE
105,184,Morph,D017,1,804,SERRE
105,185,Sem,D081,1,800,ÉPOUSE
105,186,Orth,D066,0,1041,ASSURE
105,187,ID,D111,1,898,FUME
105,188,Nonce,N130,1,865,GODONE
105,189,ID,D116,1,610,RÊVE
105,190,Nonce,N092,1,1063,LEPARTE
105,191,Morph,D024,1,1273,PROUVE
105,192,Nonce,N053,1,1930,VOPE
105,193,Nonce,N129,0,1458,LATERE
105,194,Sem,D092,1,1078,CACHE
105,195,Nonce,N065,1,700,VORE
105,196,Orth,D069,1,819,ÉCOUTE
105,197,Morph,D012,1,832,ENTRE
105,198,Nonce,N085,1,1133,JOUSSE
105,199,Nonce,N054,1,1400,BAME
105,200,Orth,D048,1,760,COUPE
105,201,Morph,D001,0,1132,OSE
105,202,Nonce,N084,1,1647,ITONNE
105,203,Morph,D009,1,1225,BRISE
105,204,Nonce,N057,1,1544,RISE
105,205,Sem,D077,0,1080,NOUE
105,206,Nonce,N072,1,934,LENDE
105,207,Morph,D022,1,2257,BOUFFE
105,208,Nonce,N106,1,1095,VERME
105,209,Orth,D070,1,1433,TRAITE
105,210,Nonce,N048,0,2774,ASTEIGNE
105,211,ID,D131,1,814,BOUCLE
105,212,Nonce,N039,1,1071,BROUVE
105,213,Nonce,N114,1,1440,FANGE
105,214,Morph,D028,1,734,POUSSE
105,215,Sem,D079,1,721,ACCEPTE
105,216,Nonce,N133,1,1472,PEVINE
105,217,Nonce,N014,1,834,POYE
105,218,Sem,D106,0,2519,AIDE
105,219,Orth,D050,1,722,FERME
105,220,Nonce,N004,0,1465,TELE
105,221,Orth,D060,0,1546,SAUVE
105,222,ID,D112,1,1945,DURE
105,223,ID,D129,0,1712,MANIE
105,224,Nonce,N096,1,1467,TRALERSE
105,225,Orth,D044,0,781,VOLE
105,226,Nonce,N061,0,2273,GULE
105,228,Nonce,N034,1,1804,AMMIRE
105,229,Orth,D041,1,1137,JUGE
105,230,Orth,D059,1,1156,ROULE
105,231,Nonce,N033,1,1391,AGNORE
105,232,Orth,D051,0,1655,FORGE
105,233,Nonce,N058,1,741,IPTE
105,234,Nonce,N107,0,1032,VIELE
105,235,Sem,D089,1,845,TOURNE
105,236,Nonce,N023,1,1039,SARDE
105,237,Morph,D019,0,1280,VALSE
105,238,Orth,D065,1,1286,ARROGE
105,239,Nonce,N076,1,2736,NÂCHE
105,240,Nonce,N070,0,1324,HARTE
105,241,Morph,D032,1,866,IMPOSE
105,242,Orth,D049,1,827,ÉVITE
105,243,Sem,D073,1,609,ADORE
105,244,Sem,D100,1,741,PASSE
105,245,Nonce,N036,0,1784,BAUSSE
105,246,ID,D126,1,797,PARLE
105,247,Nonce,N125,1,1741,OLINGE
105,248,Nonce,N137,1,1640,PROGRAN
105,249,Nonce,N099,0,1018,RÊME
105,250,Nonce,N010,1,945,NENE
105,251,Morph,D002,1,1745,TUE
105,252,Orth,D039,0,640,FIGE
105,253,Morph,D007,0,874,LOUE
105,254,Morph,D030,0,664,SOIGNE
105,255,Nonce,N015,1,729,FUIDE
105,256,Nonce,N038,0,984,BOIGNE
105,257,Nonce,N089,0,1004,LÉGÉTE
105,258,Sem,D080,1,1001,DONNE
105,259,Nonce,N008,1,713,LIME
105,260,Nonce,N101,0,1012,JUTE
105,261,Nonce,N143,1,1360,ATTRONTE
105,262,Nonce,N043,1,1531,PANGE
105,263,Orth,D057,1,1890,ÉGALE
105,264,Nonce,N018,1,1173,GORTE
105,265,Nonce,N044,0,1061,LEMASSE
105,266,Orth,D064,1,2138,ARRIVE
105,267,Nonce,N045,0,2262,RAMANDE
105,268,Nonce,N050,1,752,ARCE
105,269,ID,D135,1,1239,RÉPÈTE
105,270,Nonce,N078,1,935,DOULE
105,271,Nonce,N041,0,1226,ECCUPE
105,272,Sem,D074,0,664,AVALE
105,273,Nonce,N113,1,953,EXOGE
105,274,Nonce,N074,1,1001,LESTE
105,275,Orth,D042,1,2337,BASE
105,276,Nonce,N026,1,2517,TRISE
105,277,Nonce,N007,1,1375,LÊTE
105,278,Sem,D093,0,1879,CLAQUE
105,279,Sem,D075,1,805,FORME
105,280,Nonce,N112,0,1737,ÉPITE
105,281,Nonce,N025,0,908,TOGUE
105,282,ID,D114,1,679,MÊLE
105,283,Nonce,N032,1,789,AFANCE
105,284,Nonce,N100,1,1729,TABE
105,285,Nonce,N104,0,1400,BENTE
105,286,Sem,D078,1,1049,MÉRITE
105,287,Nonce,N052,1,938,VIGE
105,288,Nonce,N066,1,1101,BOCTE
105,289,Morph,D006,1,779,JOUE
105,290,Nonce,N115,1,679,VAE
105,291,Nonce,N090,1,893,ACLATE
105,292,Sem,D090,0,2055,TREMBLE
105,293,ID,D113,1,2061,VIDE
105,294,ID,D109,0,986,TIRE
105,295,Nonce,N024,1,1063,TINTE
105,296,ID,D140,1,1888,OBSERVE
105,297,Sem,D108,0,707,VEXE
105,298,Nonce,N069,1,2496,PITUE
105,299,Nonce,N142,0,2871,POUSTRE
105,300,ID,D128,1,1057,RESTE
105,301,ID,D130,0,1006,VANTE
