"Subject","Block","Condition","Item","Acc","RT","Target","cloze","age","frequency"
103,49,"ID","D115",0,968,"PÈSE",23,19,13.18
103,50,"Orth","D061",1,944,"SONGE",23,19,17.03
103,53,"Orth","D045",1,1111,"BOUGE",23,19,30.88
103,55,"Sem","D074",0,1653,"AVALE",23,19,9.26
103,56,"Orth","D047",1,618,"BRÛLE",23,19,17.77
103,60,"Morph","D018",1,809,"SIGNE",23,19,7.57
103,61,"ID","D113",1,813,"VIDE",23,19,9.32
103,62,"Morph","D027",1,786,"PLEURE",23,19,24.93
103,63,"Sem","D100",1,486,"PASSE",23,19,185.61
103,64,"Sem","D094",0,1024,"COLLE",23,19,12.77
103,68,"Sem","D093",0,2056,"CLAQUE",23,19,11.49
103,69,"Sem","D102",1,541,"QUITTE",23,19,32.03
103,71,"Morph","D008",1,500,"AMUSE",23,19,24.86
103,72,"Sem","D080",1,610,"DONNE",23,19,149.26
103,73,"Orth","D049",1,1078,"ÉVITE",23,19,6.35
103,74,"Morph","D026",1,588,"MONTRE",23,19,38.99
103,76,"ID","D124",1,3241,"ABUSE",23,19,1.62
103,78,"Morph","D004",1,671,"CITE",23,19,4.8
103,79,"Sem","D084",1,505,"LANCE",23,19,19.19
103,80,"Morph","D019",0,1095,"VALSE",23,19,0.47
103,81,"Orth","D053",1,626,"MANGE",23,19,31.96
103,82,"Sem","D096",1,674,"EMPÊCHE",23,19,41.15
103,84,"ID","D111",1,709,"FUME",23,19,15.2
103,87,"Orth","D069",1,648,"ÉCOUTE",23,19,83.58
103,88,"ID","D125",1,1370,"TRACE",23,19,5.54
103,93,"Morph","D028",1,531,"POUSSE",23,19,41.82
103,96,"Sem","D105",1,568,"TROUVE",23,19,163.78
103,98,"Morph","D013",1,855,"FONDE",23,19,2.03
103,107,"Orth","D051",1,537,"FORGE",23,19,0.74
103,109,"Orth","D072",1,703,"COMMENCE",23,19,82.5
103,111,"Orth","D054",1,487,"MONTE",23,19,70.34
103,112,"ID","D110",1,769,"RATE",23,19,2.91
103,113,"Sem","D104",1,704,"TOUCHE",23,19,29.26
103,114,"Morph","D025",1,663,"POSE",23,19,48.85
103,118,"ID","D127",0,829,"ÉTALE",23,19,10.41
103,120,"Morph","D022",1,557,"BOUFFE",23,19,5.61
103,121,"Sem","D106",1,544,"AIDE",23,19,18.38
103,124,"ID","D140",1,757,"OBSERVE",23,19,16.69
103,126,"Sem","D073",1,569,"ADORE",23,19,16.76
103,129,"Orth","D043",0,1610,"RASE",23,19,2.64
103,131,"Morph","D035",0,970,"FROTTE",23,19,8.58
103,133,"ID","D112",1,626,"DURE",23,19,19.05
103,134,"Orth","D071",1,639,"EXPLORE",23,19,0.68
103,135,"Morph","D009",1,729,"BRISE",23,19,6.08
103,136,"ID","D114",1,1559,"MÊLE",23,19,11.01
103,138,"ID","D109",1,667,"TIRE",23,19,55.14
103,141,"Morph","D001",1,927,"OSE",23,19,28.51
103,144,"Sem","D103",1,1455,"PRIE",23,19,44.19
103,145,"ID","D119",1,596,"DOUTE",23,19,20
103,146,"ID","D142",1,637,"EXPLIQUE",23,19,38.24
103,148,"Morph","D012",1,821,"ENTRE",23,19,58.78
103,149,"Morph","D007",1,709,"LOUE",23,19,1.69
103,150,"Orth","D068",1,536,"CHARGE",23,19,7.97
103,151,"Orth","D060",1,571,"SAUVE",23,19,10.41
103,152,"Orth","D070",1,1043,"TRAITE",23,19,8.11
103,154,"Sem","D075",1,657,"FORME",23,19,11.89
103,158,"ID","D141",1,1281,"RAMASSE",23,19,10.68
103,159,"Sem","D107",0,1199,"PERCE",23,19,3.45
103,162,"Orth","D055",0,1037,"PANSE",23,19,0.47
103,163,"Orth","D059",1,842,"ROULE",23,19,24.3
103,164,"ID","D126",1,539,"PARLE",23,19,168.78
103,169,"ID","D143",1,650,"RETOURNE",23,19,50.54
103,173,"ID","D116",1,513,"RÊVE",23,19,21.62
103,174,"Orth","D048",1,476,"COUPE",23,19,17.77
103,175,"Sem","D087",1,1034,"SITUE",23,19,4.86
103,177,"Orth","D067",1,592,"CHANGE",23,19,18.45
103,180,"Orth","D041",1,1073,"JUGE",23,19,29.8
103,182,"ID","D130",0,622,"VANTE",23,19,2.57
103,184,"Sem","D083",0,580,"HABITE",23,19,22.5
103,188,"Sem","D079",1,698,"ACCEPTE",23,19,18.65
103,190,"Morph","D003",1,495,"ARME",23,19,1.15
103,195,"Morph","D011",0,836,"CLOUE",23,19,1.22
103,199,"Morph","D023",1,691,"CHASSE",23,19,3.83
103,201,"Sem","D101",1,572,"PORTE",23,19,79.05
103,205,"Orth","D057",1,683,"ÉGALE",23,19,1.22
103,207,"Orth","D042",1,663,"BASE",23,19,0.27
103,208,"Morph","D032",1,816,"IMPOSE",23,19,12.77
103,209,"Orth","D046",1,673,"BOULE",23,19,0.61
103,210,"Orth","D038",1,1407,"DUPE",23,19,0.27
103,211,"Morph","D036",1,764,"EXPRIME",23,19,10.34
103,212,"Sem","D098",1,631,"NOTE",23,19,8.72
103,214,"ID","D134",1,853,"PLONGE",23,19,12.91
103,215,"Morph","D021",1,657,"BLESSE",23,19,3.11
103,216,"Orth","D050",1,575,"FERME",23,19,28.38
103,222,"Sem","D089",1,585,"TOURNE",23,19,60.81
103,223,"Morph","D030",1,629,"SOIGNE",23,19,4.66
103,224,"Orth","D040",1,746,"GARE",23,19,2.77
103,225,"Sem","D092",1,977,"CACHE",23,19,20.07
103,228,"Morph","D015",0,799,"MOQUE",23,19,11.82
103,229,"Orth","D058",1,591,"PLACE",23,19,15.14
103,230,"Sem","D099",1,912,"OUBLIE",23,19,34.66
103,231,"ID","D128",1,642,"RESTE",23,19,153.99
103,234,"ID","D137",1,877,"RÉCITE",23,19,3.72
103,235,"Sem","D091",1,571,"TROMPE",23,19,15.41
103,237,"ID","D123",0,1928,"SONNE",23,19,16.82
103,239,"Sem","D095",0,776,"DORE",23,19,1.15
103,240,"Morph","D029",1,870,"ACCUSE",23,19,6.01
103,245,"Orth","D039",0,605,"FIGE",23,19,12.64
103,246,"ID","D139",0,593,"BORDE",23,19,2.03
103,250,"Morph","D002",0,650,"TUE",23,19,16.96
103,251,"Sem","D081",1,655,"ÉPOUSE",23,19,7.3
103,252,"ID","D118",1,716,"TÂCHE",23,19,3.58
103,255,"Morph","D006",1,641,"JOUE",23,19,40.47
103,258,"ID","D144",1,903,"MOULE",23,19,0.68
103,260,"ID","D135",1,808,"RÉPÈTE",23,19,37.3
103,262,"Orth","D052",0,1153,"LANGE",23,19,0.001
103,263,"Morph","D024",1,641,"PROUVE",23,19,13.45
103,264,"ID","D132",0,618,"MANQUE",23,19,41.49
103,265,"ID","D117",0,537,"NAGE",23,19,2.36
103,266,"Sem","D085",1,757,"RACONTE",23,19,54.12
103,268,"ID","D133",1,674,"INVITE",23,19,11.01
103,269,"Morph","D031",1,616,"DÉCIDE",23,19,20.61
103,270,"Morph","D014",1,577,"GAGNE",23,19,19.66
103,273,"Orth","D056",1,613,"PARIE",23,19,5.58
103,274,"Morph","D005",0,889,"ERRE",23,19,2.64
103,275,"Sem","D078",1,827,"MÉRITE",23,19,13.78
103,277,"ID","D131",1,1086,"BOUCLE",23,19,3.51
103,278,"ID","D121",1,712,"DANSE",23,19,9.8
103,281,"ID","D129",0,988,"MANIE",23,19,1.55
103,283,"Sem","D097",1,696,"ESPÈRE",23,19,43.85
103,286,"ID","D136",0,1318,"PULSE",23,19,0.2
103,295,"Sem","D076",0,1817,"HURLE",23,19,18.24
103,297,"Sem","D077",1,1332,"NOUE",23,19,1.62
103,298,"Orth","D044",1,815,"VOLE",23,19,10.1
103,299,"Orth","D066",1,1056,"ASSURE",23,19,27.09
103,300,"Sem","D108",1,1014,"VEXE",23,19,1.76
104,13,"ID","D133",1,659,"INVITE",11,21,11.01
104,14,"Orth","D057",1,880,"ÉGALE",11,21,1.22
104,15,"Morph","D029",1,932,"ACCUSE",11,21,6.01
104,16,"Sem","D107",0,1399,"PERCE",11,21,3.45
104,17,"Sem","D089",1,807,"TOURNE",11,21,60.81
104,24,"Orth","D067",1,1017,"CHANGE",11,21,18.45
104,25,"Orth","D052",1,984,"LANGE",11,21,0.001
104,26,"Morph","D003",1,1049,"ARME",11,21,1.15
104,28,"Sem","D095",1,2548,"DORE",11,21,1.15
104,29,"Orth","D059",1,774,"ROULE",11,21,24.3
104,30,"Orth","D044",1,663,"VOLE",11,21,10.1
104,31,"Sem","D103",0,1468,"PRIE",11,21,44.19
104,32,"Orth","D048",1,945,"COUPE",11,21,17.77
104,34,"ID","D117",1,881,"NAGE",11,21,2.36
104,35,"Orth","D061",0,1446,"SONGE",11,21,17.03
104,37,"ID","D116",1,743,"RÊVE",11,21,21.62
104,42,"Sem","D078",1,820,"MÉRITE",11,21,13.78
104,44,"Sem","D088",0,1778,"RINCE",11,21,2.03
104,45,"Sem","D090",0,3186,"TREMBLE",11,21,14.59
104,47,"ID","D136",1,1611,"PULSE",11,21,0.2
104,48,"Morph","D035",0,1250,"FROTTE",11,21,8.58
104,49,"Sem","D097",1,616,"ESPÈRE",11,21,43.85
104,50,"Morph","D007",1,903,"LOUE",11,21,1.69
104,54,"Sem","D104",1,675,"TOUCHE",11,21,29.26
104,57,"ID","D109",1,2105,"TIRE",11,21,55.14
104,60,"Sem","D087",1,805,"SITUE",11,21,4.86
104,61,"Morph","D022",0,1356,"BOUFFE",11,21,5.61
104,62,"ID","D134",0,878,"PLONGE",11,21,12.91
104,64,"Orth","D071",1,1067,"EXPLORE",11,21,0.68
104,65,"ID","D120",1,832,"CRÈVE",11,21,10.14
104,66,"Morph","D028",1,583,"POUSSE",11,21,41.82
104,67,"Sem","D080",1,871,"DONNE",11,21,149.26
104,68,"Orth","D060",1,540,"SAUVE",11,21,10.41
104,70,"Morph","D024",1,583,"PROUVE",11,21,13.45
104,72,"Sem","D108",0,927,"VEXE",11,21,1.76
104,73,"ID","D132",1,561,"MANQUE",11,21,41.49
104,77,"Morph","D030",1,561,"SOIGNE",11,21,4.66
104,80,"ID","D129",0,916,"MANIE",11,21,1.55
104,82,"ID","D130",1,523,"VANTE",11,21,2.57
104,84,"Orth","D066",1,1611,"ASSURE",11,21,27.09
104,87,"Orth","D049",1,610,"ÉVITE",11,21,6.35
104,88,"Morph","D010",1,681,"CASSE",11,21,17.03
104,90,"ID","D126",1,694,"PARLE",11,21,168.78
104,91,"ID","D137",1,603,"RÉCITE",11,21,3.72
104,94,"Morph","D009",0,879,"BRISE",11,21,6.08
104,96,"Morph","D036",1,718,"EXPRIME",11,21,10.34
104,97,"Morph","D025",1,1841,"POSE",11,21,48.85
104,102,"Sem","D102",1,619,"QUITTE",11,21,32.03
104,106,"Sem","D106",1,640,"AIDE",11,21,18.38
104,107,"ID","D124",1,894,"ABUSE",11,21,1.62
104,108,"Orth","D056",1,1538,"PARIE",11,21,5.58
104,109,"Orth","D054",1,715,"MONTE",11,21,70.34
104,111,"Morph","D031",1,620,"DÉCIDE",11,21,20.61
104,112,"ID","D142",1,683,"EXPLIQUE",11,21,38.24
104,116,"Sem","D079",1,849,"ACCEPTE",11,21,18.65
104,118,"Sem","D094",0,926,"COLLE",11,21,12.77
104,119,"ID","D114",1,768,"MÊLE",11,21,11.01
104,121,"ID","D110",1,602,"RATE",11,21,2.91
104,124,"Orth","D053",1,739,"MANGE",11,21,31.96
104,125,"Sem","D074",1,1397,"AVALE",11,21,9.26
104,126,"ID","D113",1,605,"VIDE",11,21,9.32
104,127,"Sem","D081",1,669,"ÉPOUSE",11,21,7.3
104,131,"ID","D135",1,505,"RÉPÈTE",11,21,37.3
104,132,"ID","D115",1,565,"PÈSE",11,21,13.18
104,135,"Morph","D012",1,575,"ENTRE",11,21,58.78
104,136,"Morph","D019",0,1760,"VALSE",11,21,0.47
104,137,"Morph","D016",1,626,"PENSE",11,21,178.04
104,138,"Sem","D077",1,1296,"NOUE",11,21,1.62
104,143,"ID","D128",1,478,"RESTE",11,21,153.99
104,144,"Orth","D069",1,579,"ÉCOUTE",11,21,83.58
104,150,"ID","D141",1,815,"RAMASSE",11,21,10.68
104,152,"Orth","D041",1,964,"JUGE",11,21,29.8
104,158,"ID","D127",1,622,"ÉTALE",11,21,10.41
104,161,"Sem","D076",0,929,"HURLE",11,21,18.24
104,163,"ID","D118",1,621,"TÂCHE",11,21,3.58
104,167,"Orth","D063",1,718,"BRASE",11,21,0.001
104,169,"ID","D131",1,1038,"BOUCLE",11,21,3.51
104,171,"ID","D122",1,705,"TOMBE",11,21,60.27
104,174,"Sem","D093",0,1138,"CLAQUE",11,21,11.49
104,175,"Morph","D011",1,1340,"CLOUE",11,21,1.22
104,176,"Morph","D020",1,678,"AJOUTE",11,21,29.19
104,177,"Morph","D002",0,834,"TUE",11,21,16.96
104,182,"Orth","D064",1,636,"ARRIVE",11,21,164.12
104,191,"Morph","D006",1,567,"JOUE",11,21,40.47
104,192,"Orth","D043",1,825,"RASE",11,21,2.64
104,193,"ID","D119",1,784,"DOUTE",11,21,20
104,194,"Orth","D045",1,664,"BOUGE",11,21,30.88
104,195,"Sem","D096",1,742,"EMPÊCHE",11,21,41.15
104,197,"Orth","D058",1,1036,"PLACE",11,21,15.14
104,198,"Morph","D001",0,866,"OSE",11,21,28.51
104,199,"Sem","D086",1,616,"REFUSE",11,21,24.19
104,202,"Sem","D099",1,753,"OUBLIE",11,21,34.66
104,204,"Orth","D068",1,1097,"CHARGE",11,21,7.97
104,206,"Morph","D034",1,577,"ÉCHAPPE",11,21,18.65
104,209,"Morph","D027",1,565,"PLEURE",11,21,24.93
104,215,"Sem","D075",1,828,"FORME",11,21,11.89
104,221,"ID","D144",1,1038,"MOULE",11,21,0.68
104,222,"Morph","D021",1,700,"BLESSE",11,21,3.11
104,225,"Morph","D026",1,884,"MONTRE",11,21,38.99
104,226,"Orth","D040",1,897,"GARE",11,21,2.77
104,228,"ID","D112",0,1884,"DURE",11,21,19.05
104,229,"Sem","D100",1,641,"PASSE",11,21,185.61
104,232,"Orth","D072",1,506,"COMMENCE",11,21,82.5
104,233,"Sem","D082",1,469,"GRIMPE",11,21,8.18
104,234,"Morph","D033",1,578,"CHERCHE",11,21,66.69
104,235,"Sem","D073",1,611,"ADORE",11,21,16.76
104,236,"Sem","D084",1,1002,"LANCE",11,21,19.19
104,238,"ID","D125",1,821,"TRACE",11,21,5.54
104,241,"Orth","D046",1,1119,"BOULE",11,21,0.61
104,243,"Morph","D004",1,1313,"CITE",11,21,4.8
104,244,"Sem","D105",1,708,"TROUVE",11,21,163.78
104,249,"Morph","D008",1,527,"AMUSE",11,21,24.86
104,251,"Sem","D083",1,455,"HABITE",11,21,22.5
104,253,"Morph","D005",1,683,"ERRE",11,21,2.64
104,254,"Orth","D042",1,504,"BASE",11,21,0.27
104,255,"Morph","D014",1,603,"GAGNE",11,21,19.66
104,256,"Orth","D039",0,819,"FIGE",11,21,12.64
104,258,"Orth","D037",1,597,"AIME",11,21,257.57
104,259,"Sem","D092",1,709,"CACHE",11,21,20.07
104,260,"Orth","D065",1,1065,"ARROGE",11,21,0.14
104,261,"ID","D123",1,414,"SONNE",11,21,16.82
104,262,"ID","D138",1,469,"PRÉPARE",11,21,19.59
104,265,"Orth","D038",1,812,"DUPE",11,21,0.27
104,266,"ID","D111",1,690,"FUME",11,21,15.2
104,267,"Sem","D101",1,519,"PORTE",11,21,79.05
104,268,"Orth","D047",1,834,"BRÛLE",11,21,17.77
104,271,"ID","D140",1,801,"OBSERVE",11,21,16.69
104,273,"Morph","D017",0,677,"SERRE",11,21,27.36
104,274,"Morph","D018",1,474,"SIGNE",11,21,7.57
104,275,"Sem","D098",1,454,"NOTE",11,21,8.72
104,276,"Orth","D050",1,540,"FERME",11,21,28.38
104,277,"Sem","D085",1,1238,"RACONTE",11,21,54.12
104,278,"ID","D139",1,780,"BORDE",11,21,2.03
104,279,"Morph","D032",1,548,"IMPOSE",11,21,12.77
104,280,"Sem","D091",1,598,"TROMPE",11,21,15.41
104,281,"Orth","D070",1,726,"TRAITE",11,21,8.11
104,282,"ID","D121",1,545,"DANSE",11,21,9.8
104,284,"Orth","D051",1,597,"FORGE",11,21,0.74
104,285,"Morph","D013",1,701,"FONDE",11,21,2.03
104,290,"Orth","D062",1,781,"SOUDE",11,21,0.27
104,291,"Morph","D015",0,1462,"MOQUE",11,21,11.82
104,292,"ID","D143",1,1187,"RETOURNE",11,21,50.54
104,297,"Orth","D055",1,573,"PANSE",11,21,0.47
104,299,"Morph","D023",1,612,"CHASSE",11,21,3.83
105,11,"Morph","D027",1,1003,"PLEURE",20,19,24.93
105,12,"Orth","D038",1,1103,"DUPE",20,19,0.27
105,13,"ID","D141",1,1294,"RAMASSE",20,19,10.68
105,14,"Orth","D037",1,1896,"AIME",20,19,257.57
105,15,"ID","D125",0,1566,"TRACE",20,19,5.54
105,16,"Morph","D013",1,1674,"FONDE",20,19,2.03
105,17,"Orth","D046",1,1968,"BOULE",20,19,0.61
105,18,"Orth","D056",0,1176,"PARIE",20,19,5.58
105,22,"Morph","D023",1,1565,"CHASSE",20,19,3.83
105,23,"Sem","D107",0,1776,"PERCE",20,19,3.45
105,24,"Orth","D063",1,1184,"BRASE",20,19,0.001
105,25,"ID","D143",1,1012,"RETOURNE",20,19,50.54
105,26,"Morph","D014",1,961,"GAGNE",20,19,19.66
105,29,"ID","D118",1,961,"TÂCHE",20,19,3.58
105,32,"Orth","D054",1,930,"MONTE",20,19,70.34
105,33,"ID","D115",1,1432,"PÈSE",20,19,13.18
105,34,"ID","D136",0,1621,"PULSE",20,19,0.2
105,38,"Morph","D035",1,1839,"FROTTE",20,19,8.58
105,41,"Orth","D071",0,2442,"EXPLORE",20,19,0.68
105,42,"Sem","D086",1,1244,"REFUSE",20,19,24.19
105,43,"Morph","D020",1,1381,"AJOUTE",20,19,29.19
105,44,"Sem","D091",1,977,"TROMPE",20,19,15.41
105,45,"Orth","D040",1,1177,"GARE",20,19,2.77
105,47,"ID","D144",1,893,"MOULE",20,19,0.68
105,49,"Sem","D098",1,1065,"NOTE",20,19,8.72
105,50,"Sem","D105",1,795,"TROUVE",20,19,163.78
105,51,"ID","D127",1,867,"ÉTALE",20,19,10.41
105,56,"Morph","D026",1,1106,"MONTRE",20,19,38.99
105,57,"Sem","D087",1,960,"SITUE",20,19,4.86
105,58,"Sem","D104",1,836,"TOUCHE",20,19,29.26
105,61,"Morph","D005",1,1300,"ERRE",20,19,2.64
105,62,"Orth","D061",0,1290,"SONGE",20,19,17.03
105,65,"Morph","D029",1,793,"ACCUSE",20,19,6.01
105,67,"Orth","D047",1,898,"BRÛLE",20,19,17.77
105,68,"ID","D120",1,953,"CRÈVE",20,19,10.14
105,69,"Orth","D053",1,1088,"MANGE",20,19,31.96
105,70,"Morph","D033",1,929,"CHERCHE",20,19,66.69
105,71,"Morph","D004",0,1312,"CITE",20,19,4.8
105,73,"ID","D119",0,2034,"DOUTE",20,19,20
105,76,"Orth","D052",0,1242,"LANGE",20,19,0.001
105,77,"ID","D137",1,819,"RÉCITE",20,19,3.72
105,78,"Orth","D058",1,1028,"PLACE",20,19,15.14
105,79,"Morph","D018",1,848,"SIGNE",20,19,7.57
105,80,"Sem","D102",1,974,"QUITTE",20,19,32.03
105,85,"Morph","D036",1,935,"EXPRIME",20,19,10.34
105,86,"ID","D134",0,1026,"PLONGE",20,19,12.91
105,90,"ID","D133",1,923,"INVITE",20,19,11.01
105,91,"Sem","D099",1,802,"OUBLIE",20,19,34.66
105,95,"Morph","D003",1,751,"ARME",20,19,1.15
105,96,"Orth","D067",1,819,"CHANGE",20,19,18.45
105,97,"ID","D122",1,891,"TOMBE",20,19,60.27
105,100,"Sem","D094",1,1040,"COLLE",20,19,12.77
105,101,"Orth","D045",1,922,"BOUGE",20,19,30.88
105,102,"Orth","D068",1,681,"CHARGE",20,19,7.97
105,103,"Morph","D025",1,815,"POSE",20,19,48.85
105,106,"Orth","D043",0,977,"RASE",20,19,2.64
105,107,"Sem","D103",1,1417,"PRIE",20,19,44.19
105,109,"Morph","D010",1,1355,"CASSE",20,19,17.03
105,121,"ID","D124",1,1489,"ABUSE",20,19,1.62
105,122,"Orth","D072",1,748,"COMMENCE",20,19,82.5
105,123,"Morph","D011",1,787,"CLOUE",20,19,1.22
105,127,"Morph","D016",1,765,"PENSE",20,19,178.04
105,130,"Morph","D021",1,1040,"BLESSE",20,19,3.11
105,132,"Sem","D076",1,958,"HURLE",20,19,18.24
105,134,"Sem","D095",0,828,"DORE",20,19,1.15
105,135,"Orth","D055",1,1753,"PANSE",20,19,0.47
105,136,"Orth","D062",1,904,"SOUDE",20,19,0.27
105,138,"ID","D139",0,1649,"BORDE",20,19,2.03
105,139,"ID","D117",1,1599,"NAGE",20,19,2.36
105,140,"ID","D110",1,855,"RATE",20,19,2.91
105,142,"Sem","D083",1,889,"HABITE",20,19,22.5
105,143,"Sem","D084",1,2155,"LANCE",20,19,19.19
105,147,"Morph","D015",1,1133,"MOQUE",20,19,11.82
105,149,"Sem","D082",1,1914,"GRIMPE",20,19,8.18
105,150,"Sem","D101",1,1421,"PORTE",20,19,79.05
105,154,"ID","D121",1,1033,"DANSE",20,19,9.8
105,158,"Sem","D085",1,809,"RACONTE",20,19,54.12
105,159,"Sem","D088",0,797,"RINCE",20,19,2.03
105,162,"ID","D132",1,741,"MANQUE",20,19,41.49
105,166,"ID","D123",1,1269,"SONNE",20,19,16.82
105,167,"ID","D138",1,1487,"PRÉPARE",20,19,19.59
105,168,"Sem","D096",1,1049,"EMPÊCHE",20,19,41.15
105,169,"Morph","D031",1,738,"DÉCIDE",20,19,20.61
105,171,"Morph","D034",1,1526,"ÉCHAPPE",20,19,18.65
105,174,"ID","D142",1,862,"EXPLIQUE",20,19,38.24
105,179,"Sem","D097",1,1268,"ESPÈRE",20,19,43.85
105,181,"Morph","D008",1,639,"AMUSE",20,19,24.86
105,184,"Morph","D017",1,804,"SERRE",20,19,27.36
105,185,"Sem","D081",1,800,"ÉPOUSE",20,19,7.3
105,186,"Orth","D066",0,1041,"ASSURE",20,19,27.09
105,187,"ID","D111",1,898,"FUME",20,19,15.2
105,189,"ID","D116",1,610,"RÊVE",20,19,21.62
105,191,"Morph","D024",1,1273,"PROUVE",20,19,13.45
105,194,"Sem","D092",1,1078,"CACHE",20,19,20.07
105,196,"Orth","D069",1,819,"ÉCOUTE",20,19,83.58
105,197,"Morph","D012",1,832,"ENTRE",20,19,58.78
105,200,"Orth","D048",1,760,"COUPE",20,19,17.77
105,201,"Morph","D001",0,1132,"OSE",20,19,28.51
105,203,"Morph","D009",1,1225,"BRISE",20,19,6.08
105,205,"Sem","D077",0,1080,"NOUE",20,19,1.62
105,207,"Morph","D022",1,2257,"BOUFFE",20,19,5.61
105,209,"Orth","D070",1,1433,"TRAITE",20,19,8.11
105,211,"ID","D131",1,814,"BOUCLE",20,19,3.51
105,214,"Morph","D028",1,734,"POUSSE",20,19,41.82
105,215,"Sem","D079",1,721,"ACCEPTE",20,19,18.65
105,218,"Sem","D106",0,2519,"AIDE",20,19,18.38
105,219,"Orth","D050",1,722,"FERME",20,19,28.38
105,221,"Orth","D060",0,1546,"SAUVE",20,19,10.41
105,222,"ID","D112",1,1945,"DURE",20,19,19.05
105,223,"ID","D129",0,1712,"MANIE",20,19,1.55
105,225,"Orth","D044",0,781,"VOLE",20,19,10.1
105,229,"Orth","D041",1,1137,"JUGE",20,19,29.8
105,230,"Orth","D059",1,1156,"ROULE",20,19,24.3
105,232,"Orth","D051",0,1655,"FORGE",20,19,0.74
105,235,"Sem","D089",1,845,"TOURNE",20,19,60.81
105,237,"Morph","D019",0,1280,"VALSE",20,19,0.47
105,238,"Orth","D065",1,1286,"ARROGE",20,19,0.14
105,241,"Morph","D032",1,866,"IMPOSE",20,19,12.77
105,242,"Orth","D049",1,827,"ÉVITE",20,19,6.35
105,243,"Sem","D073",1,609,"ADORE",20,19,16.76
105,244,"Sem","D100",1,741,"PASSE",20,19,185.61
105,246,"ID","D126",1,797,"PARLE",20,19,168.78
105,251,"Morph","D002",1,1745,"TUE",20,19,16.96
105,252,"Orth","D039",0,640,"FIGE",20,19,12.64
105,253,"Morph","D007",0,874,"LOUE",20,19,1.69
105,254,"Morph","D030",0,664,"SOIGNE",20,19,4.66
105,258,"Sem","D080",1,1001,"DONNE",20,19,149.26
105,263,"Orth","D057",1,1890,"ÉGALE",20,19,1.22
105,266,"Orth","D064",1,2138,"ARRIVE",20,19,164.12
105,269,"ID","D135",1,1239,"RÉPÈTE",20,19,37.3
105,272,"Sem","D074",0,664,"AVALE",20,19,9.26
105,275,"Orth","D042",1,2337,"BASE",20,19,0.27
105,278,"Sem","D093",0,1879,"CLAQUE",20,19,11.49
105,279,"Sem","D075",1,805,"FORME",20,19,11.89
105,282,"ID","D114",1,679,"MÊLE",20,19,11.01
105,286,"Sem","D078",1,1049,"MÉRITE",20,19,13.78
105,289,"Morph","D006",1,779,"JOUE",20,19,40.47
105,292,"Sem","D090",0,2055,"TREMBLE",20,19,14.59
105,293,"ID","D113",1,2061,"VIDE",20,19,9.32
105,294,"ID","D109",0,986,"TIRE",20,19,55.14
105,296,"ID","D140",1,1888,"OBSERVE",20,19,16.69
105,297,"Sem","D108",0,707,"VEXE",20,19,1.76
105,300,"ID","D128",1,1057,"RESTE",20,19,153.99
105,301,"ID","D130",0,1006,"VANTE",20,19,2.57
